Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,Pie Flavor,Quantity,,
10251,02/11/2021,Morocco,Apple,2," 6,711 ",13422.00,Whole,Pre-Order,Yes,,,,,
10252,02/11/2021,Mozambique,Apple,4," 3,588 ",14352.00,Whole,In-Store,Yes,,,,,
10253,27/08/2019,Namibia,Strawberry Rhubarb,3," 9,869 ",29607.00,Whole,In-Store,Yes,,,,,
10254,27/08/2019,Niger,Apple,1," 6,501 ",6501.00,Slice,In-Store,Yes,,,,,
10255,15/10/2021,Nigeria,Strawberry Rhubarb,4," 1,186 ",4744.00,Whole,Pre-Order,Yes,,,,,
10256,15/10/2021,Rwanda,Strawberry Rhubarb,4," 1,238 ",4952.00,Slice,Pre-Order,Yes,,,,,
10257,15/10/2021,Sao Tome & Principe,Strawberry Rhubarb,4," 3,602 ",14408.00,Whole,In-Store,Yes,,,,,
10258,15/10/2021,Senegal,Strawberry Rhubarb,2," 7,909 ",15818.00,Slice,Pre-Order,Yes,,,,,
10259,15/10/2021,Seychelles,Strawberry Rhubarb,1," 8,153 ",8153.00,Whole,In-Store,Yes,,,,,
10260,14/04/2021,Sierra Leone,Blueberry,5," 7,112 ",35560.00,Slice,Pre-Order,Yes,,,,,
10261,14/04/2021,Somalia,Apple,1," 2,315 ",2315.00,Whole,Pre-Order,Yes,,,,,
10262,14/04/2021,South Africa,Apple,2," 4,784 ",9568.00,Slice,In-Store,Yes,,,,,
10263,14/04/2021,South Sudan,Blueberry,1," 8,823 ",8823.00,Slice,In-Store,Yes,,,,,
10264,14/04/2021,Sudan,Apple,1," 2,950 ",2950.00,Whole,In-Store,Yes,,,,,
10265,14/04/2021,Tanzania,Other,1," 3,848 ",3848.00,Slice,Pre-Order,Yes,,,,,
10266,24/04/2021,Togo,Cherry,2," 8,463 ",16926.00,Whole,Pre-Order,Yes,,,,,
10267,24/11/2021,Tunisia,Pumpkin,1," 7,540 ",7540.00,Whole,In-Store,Yes,,,,,
10268,24/11/2021,Uganda,Pumpkin,1," 1,175 ",1175.00,Whole,In-Store,Yes,,,,,
10269,24/04/2021,Zambia,Cherry,5," 8,351 ",41755.00,Slice,In-Store,Yes,,,,,
10270,24/04/2021,Zimbabwe,Cherry,4," 4,958 ",19832.00,Whole,Pre-Order,Yes,,,,,
10271,24/04/2021,Algeria,Cherry,1," 3,294 ",3294.00,Whole,Pre-Order,Yes,,,,,
10272,19/11/2019,Angola,Pumpkin,1," 8,161 ",8161.00,Whole,In-Store,Yes,,,,,
10273,19/11/2019,Benin,Pumpkin,1," 6,954 ",6954.00,Whole,Pre-Order,Yes,,,,,
10274,19/11/2019,Botswana,Pumpkin,1," 7,777 ",7777.00,Slice,In-Store,Yes,,,,,
10275,19/11/2019,Burkina Faso,Pumpkin,4," 9,018 ",36072.00,Whole,In-Store,Yes,,,,,
10276,19/11/2019,Burundi,Pumpkin,2," 7,263 ",14526.00,Whole,Pre-Order,Yes,,,,,
10277,19/11/2019,Cabo Verde,Pumpkin,3," 7,492 ",22476.00,Slice,In-Store,Yes,,,,,
10278,19/11/2019,Cameroon,Other,2," 7,814 ",15628.00,Whole,In-Store,Yes,,,,,
10279,19/11/2019,Central African Republic,Apple,2," 2,840 ",5680.00,Slice,Pre-Order,Yes,,,,,
10280,06/02/2020,Chad,Strawberry Rhubarb,1," 9,355 ",9355.00,Slice,In-Store,Yes,,,,,
10281,06/02/2020,Comoros,Pumpkin,2," 5,385 ",10770.00,Slice,Pre-Order,No,,,,,
10282,09/05/2021,Congo,Fudge,1," 3,293 ",3293.00,Slice,In-Store,No,,,,,
10283,09/05/2021,Côte d'Ivoire,Fudge,5," 7,997 ",39985.00,Slice,Pre-Order,No,,,,,
10284,09/05/2021,Djibouti,Fudge,1," 2,012 ",2012.00,Slice,In-Store,Yes,,,,,
10285,09/05/2021,DR Congo,Fudge,3," 6,310 ",18930.00,Whole,In-Store,Yes,,,,,
10286,09/05/2021,Egypt,Pumpkin,5," 7,263 ",36315.00,Slice,Pre-Order,No,,,,,
10287,09/05/2021,Equatorial Guinea,Fudge,5," 1,249 ",6245.00,Whole,In-Store,No,,,,,
10288,09/05/2021,Eritrea,Apple,2," 2,317 ",4634.00,Whole,Pre-Order,Yes,,,,,
10289,09/05/2021,Eswatini,Apple,4," 2,318 ",9272.00,Slice,Pre-Order,No,,,,,
10290,09/05/2021,Ethiopia,Fudge,2," 2,573 ",5146.00,Slice,Pre-Order,No,,,,,
10291,04/12/2019,Gabon,Apple,3," 2,481 ",7443.00,Whole,In-Store,No,,,,,
10292,04/12/2019,Gambia,Apple,3," 2,954 ",8862.00,Whole,In-Store,No,,,,,
10293,04/12/2019,Ghana,Apple,1," 9,823 ",9823.00,Slice,In-Store,Yes,,,,,
10294,04/12/2019,Guinea,Pumpkin,3," 7,513 ",22539.00,Whole,In-Store,Yes,,,,,
10295,04/12/2019,Guinea-Bissau,Pumpkin,4," 5,745 ",22980.00,Slice,Pre-Order,Yes,,,,,
10296,04/12/2019,Kenya,Pumpkin,1," 5,019 ",5019.00,Slice,Pre-Order,No,,,,,
10297,04/12/2019,Lesotho,Pumpkin,1," 7,902 ",7902.00,Slice,In-Store,Yes,,,,,
10298,14/05/2021,Liberia,Apple,1," 1,504 ",1504.00,Slice,Pre-Order,Yes,,,,,
10299,14/05/2021,Libya,Strawberry Rhubarb,2," 7,837 ",15674.00,Slice,Pre-Order,Yes,,,,,
10300,14/05/2021,Madagascar,Apple,2," 3,050 ",6100.00,Whole,In-Store,Yes,,,,,
10301,14/05/2021,Malawi,Pumpkin,5," 7,286 ",36430.00,Slice,In-Store,No,,,,,
10302,14/05/2021,Mali,Apple,4," 5,066 ",20264.00,Slice,Pre-Order,Yes,,,,,
10303,14/05/2021,Mauritania,Apple,5," 5,736 ",28680.00,Whole,Pre-Order,Yes,,,,,
10304,14/05/2021,Mauritius,Apple,3," 8,107 ",24321.00,Whole,Pre-Order,Yes,,,,,
10305,14/05/2021,Morocco,Strawberry Rhubarb,4," 3,585 ",14340.00,Slice,Pre-Order,No,,,,,
10306,14/05/2021,Mozambique,Apple,4," 3,143 ",12572.00,Slice,Pre-Order,No,,,,,
10307,20/08/2021,Namibia,Strawberry Rhubarb,4," 4,404 ",17616.00,Slice,In-Store,Yes,,,,,
10308,20/08/2021,Niger,Strawberry Rhubarb,3," 1,057 ",3171.00,Slice,In-Store,No,,,,,
10309,20/08/2021,Nigeria,Other,3," 8,119 ",24357.00,Whole,Pre-Order,Yes,,,,,
10310,20/08/2021,Rwanda,Cherry,1," 3,879 ",3879.00,Whole,In-Store,Yes,,,,,
10311,07/07/2020,Sao Tome & Principe,Cherry,3," 1,463 ",4389.00,Slice,Pre-Order,Yes,,,,,
10312,16/03/2021,Senegal,Strawberry Rhubarb,5," 4,603 ",23015.00,Slice,Pre-Order,No,,,,,
10313,16/03/2021,Seychelles,Cherry,1," 4,203 ",4203.00,Whole,In-Store,Yes,,,,,
10314,16/03/2021,Sierra Leone,Cherry,2," 3,007 ",6014.00,Slice,Pre-Order,Yes,,,,,
10315,16/03/2021,Somalia,Apple,5," 9,390 ",46950.00,Whole,In-Store,Yes,,,,,
10316,16/03/2021,South Africa,Cherry,1," 4,335 ",4335.00,Slice,Pre-Order,No,,,,,
10317,16/03/2021,South Sudan,Strawberry Rhubarb,2," 6,396 ",12792.00,Whole,Pre-Order,Yes,,,,,
10318,16/03/2021,Sudan,Apple,3," 4,762 ",14286.00,Whole,In-Store,No,,,,,
10319,16/03/2021,Tanzania,Apple,1," 7,727 ",7727.00,Whole,Pre-Order,Yes,,,,,
10320,16/03/2021,Togo,Apple,5," 1,905 ",9525.00,Slice,In-Store,No,,,,,
10321,16/03/2021,Tunisia,Apple,1," 3,886 ",3886.00,Slice,In-Store,No,,,,,
10322,16/03/2021,Uganda,Apple,4," 4,910 ",19640.00,Slice,Pre-Order,Yes,,,,,
10323,16/03/2021,Zambia,Apple,2," 1,001 ",2002.00,Slice,Pre-Order,No,,,,,
10324,16/03/2021,Zimbabwe,Apple,2," 7,578 ",15156.00,Slice,In-Store,No,,,,,
10325,16/03/2021,Algeria,Apple,2," 6,455 ",12910.00,Slice,In-Store,No,,,,,
10326,16/03/2021,Angola,Apple,3," 7,493 ",22479.00,Whole,Pre-Order,Yes,,,,,
10327,16/03/2021,Benin,Apple,2," 9,115 ",18230.00,Whole,Pre-Order,Yes,,,,,
10328,16/03/2021,Botswana,Apple,2," 4,425 ",8850.00,Slice,Pre-Order,No,,,,,
10329,17/07/2020,Burkina Faso,Strawberry Rhubarb,1," 9,821 ",9821.00,Slice,Pre-Order,No,,,,,
10330,17/07/2020,Burundi,Strawberry Rhubarb,5," 3,313 ",16565.00,Slice,In-Store,Yes,,,,,
10331,17/07/2020,Cabo Verde,Strawberry Rhubarb,1," 6,881 ",6881.00,Slice,In-Store,Yes,,,,,
10332,17/07/2020,Cameroon,Other,3," 3,696 ",11088.00,Whole,In-Store,Yes,,,,,
10333,17/07/2020,Central African Republic,Strawberry Rhubarb,2," 5,580 ",11160.00,Whole,Pre-Order,No,,,,,
10334,17/07/2020,Chad,Other,2," 1,536 ",3072.00,Slice,In-Store,Yes,,,,,
10335,17/07/2020,Comoros,Strawberry Rhubarb,3," 3,591 ",10773.00,Slice,Pre-Order,Yes,,,,,
10336,17/07/2020,Congo,Strawberry Rhubarb,1," 6,605 ",6605.00,Slice,In-Store,No,,,,,
10337,17/07/2020,Côte d'Ivoire,Cherry,1," 8,032 ",8032.00,Whole,In-Store,No,,,,,
10338,19/02/2021,Djibouti,Pumpkin,3," 7,770 ",23310.00,Whole,Pre-Order,Yes,,,,,
10339,19/02/2021,DR Congo,Pumpkin,2," 3,964 ",7928.00,Whole,In-Store,No,,,,,
10340,19/02/2021,Egypt,Fudge,4," 4,174 ",16696.00,Slice,Pre-Order,No,,,,,
10341,19/02/2021,Equatorial Guinea,Fudge,4," 8,085 ",32340.00,Whole,Pre-Order,No,,,,,
10342,19/02/2021,Eritrea,Fudge,3," 4,741 ",14223.00,Whole,Pre-Order,Yes,,,,,
10343,19/02/2021,Eswatini,Fudge,4," 5,695 ",22780.00,Whole,In-Store,Yes,,,,,
10344,19/02/2021,Ethiopia,Apple,5," 5,577 ",27885.00,Slice,Pre-Order,No,,,,,
10345,06/07/2019,Gabon,Strawberry Rhubarb,3," 7,447 ",22341.00,Whole,Pre-Order,Yes,,,,,
10346,06/07/2019,Gambia,Other,1," 8,163 ",8163.00,Whole,In-Store,Yes,,,,,
10347,06/07/2019,Ghana,Strawberry Rhubarb,3," 3,214 ",9642.00,Slice,Pre-Order,Yes,,,,,
10348,06/07/2019,Guinea,Other,2," 9,438 ",18876.00,Whole,Pre-Order,Yes,,,,,
10349,06/07/2019,Guinea-Bissau,Strawberry Rhubarb,1," 3,914 ",3914.00,Whole,Pre-Order,Yes,,,,,
10350,06/07/2019,Kenya,Strawberry Rhubarb,3," 6,314 ",18942.00,Slice,Pre-Order,Yes,,,,,
10351,06/07/2019,Lesotho,Cherry,5," 2,830 ",14150.00,Slice,Pre-Order,Yes,,,,,
10352,06/07/2019,Liberia,Strawberry Rhubarb,4," 5,519 ",22076.00,Slice,Pre-Order,Yes,,,,,
10353,06/07/2019,Libya,Cherry,4," 6,455 ",25820.00,Slice,Pre-Order,Yes,,,,,
10354,06/07/2019,Madagascar,Strawberry Rhubarb,1," 3,128 ",3128.00,Slice,Pre-Order,Yes,,,,,
10355,06/07/2019,Malawi,Cherry,1," 3,466 ",3466.00,Whole,In-Store,Yes,,,,,
10356,06/07/2019,Mali,Cherry,3," 9,070 ",27210.00,Whole,Pre-Order,Yes,,,,,
10357,06/07/2019,Mauritania,Strawberry Rhubarb,2," 6,949 ",13898.00,Whole,Pre-Order,Yes,,,,,
10358,09/11/2019,Mauritius,Apple,2," 9,618 ",19236.00,Whole,Pre-Order,Yes,,,,,
10359,09/11/2019,Morocco,Apple,3," 1,211 ",3633.00,Slice,In-Store,Yes,,,,,
10360,09/11/2019,Mozambique,Blueberry,3," 3,658 ",10974.00,Slice,In-Store,Yes,,,,,
10361,09/11/2019,Namibia,Other,4," 9,600 ",38400.00,Whole,In-Store,Yes,,,,,
10362,30/11/2019,Niger,Pumpkin,4," 5,390 ",21560.00,Slice,In-Store,Yes,,,,,
10363,30/11/2019,Nigeria,Pumpkin,4," 5,718 ",22872.00,Slice,Pre-Order,Yes,,,,,
10364,30/11/2019,Rwanda,Pumpkin,2," 1,470 ",2940.00,Slice,Pre-Order,Yes,,,,,
10365,30/11/2019,Sao Tome & Principe,Apple,5," 6,039 ",30195.00,Whole,In-Store,Yes,,,,,
10366,30/11/2019,Senegal,Pumpkin,1," 4,662 ",4662.00,Whole,In-Store,Yes,,,,,
10367,30/11/2019,Seychelles,Apple,1," 6,790 ",6790.00,Slice,In-Store,Yes,,,,,
10368,30/11/2019,Sierra Leone,Apple,5," 1,666 ",8330.00,Slice,In-Store,Yes,,,,,
10369,30/11/2019,Somalia,Fudge,3," 5,581 ",16743.00,Slice,Pre-Order,Yes,,,,,
10370,02/03/2020,South Africa,Blueberry,3," 9,312 ",27936.00,Slice,In-Store,Yes,,,,,
10371,02/03/2020,South Sudan,Blueberry,2," 7,140 ",14280.00,Slice,In-Store,Yes,,,,,
10372,02/03/2020,Sudan,Blueberry,1," 8,483 ",8483.00,Whole,In-Store,Yes,,,,,
10373,02/03/2020,Tanzania,Blueberry,4," 2,500 ",10000.00,Slice,Pre-Order,Yes,,,,,
10374,02/03/2020,Togo,Blueberry,4," 9,266 ",37064.00,Slice,In-Store,Yes,,,,,
10375,02/03/2020,Tunisia,Apple,3," 5,117 ",15351.00,Slice,In-Store,Yes,,,,,
10376,02/03/2020,Uganda,Apple,1," 1,777 ",1777.00,Slice,Pre-Order,Yes,,,,,
10377,02/03/2020,Zambia,Blueberry,1," 6,183 ",6183.00,Slice,In-Store,Yes,,,,,
10378,02/03/2020,Zimbabwe,Other,2," 3,119 ",6238.00,Whole,Pre-Order,Yes,,,,,
10379,02/03/2020,Algeria,Strawberry Rhubarb,3," 3,186 ",9558.00,Whole,In-Store,Yes,,,,,
10380,02/03/2020,Angola,Strawberry Rhubarb,3," 8,227 ",24681.00,Slice,In-Store,Yes,,,,,
10381,02/03/2020,Benin,Strawberry Rhubarb,4," 3,267 ",13068.00,Slice,In-Store,Yes,,,,,
10382,02/03/2020,Botswana,Other,5," 3,180 ",15900.00,Slice,Pre-Order,Yes,,,,,
10383,12/03/2020,Burkina Faso,Apple,5," 5,025 ",25125.00,Slice,Pre-Order,Yes,,,,,
10384,12/03/2020,Burundi,Fudge,2," 5,890 ",11780.00,Slice,In-Store,Yes,,,,,
10385,23/04/2020,Cabo Verde,Pumpkin,5," 4,066 ",20330.00,Slice,In-Store,Yes,,,,,
10386,23/04/2020,Cameroon,Pumpkin,5," 9,735 ",48675.00,Whole,Pre-Order,Yes,,,,,
10387,23/04/2020,Central African Republic,Pumpkin,5," 1,478 ",7390.00,Slice,Pre-Order,Yes,,,,,
10388,23/04/2020,Chad,Pumpkin,5," 5,883 ",29415.00,Slice,In-Store,Yes,,,,,
10389,06/05/2020,Comoros,Strawberry Rhubarb,4," 3,799 ",15196.00,Slice,Pre-Order,Yes,,,,,
10390,06/05/2020,Congo,Strawberry Rhubarb,4," 4,731 ",18924.00,Whole,In-Store,Yes,,,,,
10391,06/05/2020,Côte d'Ivoire,Strawberry Rhubarb,5," 9,290 ",46450.00,Whole,In-Store,Yes,,,,,
10392,06/05/2020,Djibouti,Strawberry Rhubarb,4," 1,170 ",4680.00,Slice,In-Store,Yes,,,,,
10393,06/05/2020,DR Congo,Strawberry Rhubarb,1," 7,274 ",7274.00,Whole,In-Store,Yes,,,,,
10394,06/05/2020,Egypt,Strawberry Rhubarb,3," 7,270 ",21810.00,Whole,In-Store,Yes,,,,,
10395,06/05/2020,Equatorial Guinea,Strawberry Rhubarb,3," 7,223 ",21669.00,Whole,In-Store,Yes,,,,,
10396,06/05/2020,Eritrea,Strawberry Rhubarb,4," 1,599 ",6396.00,Slice,In-Store,Yes,,,,,
10397,06/05/2020,Eswatini,Strawberry Rhubarb,2," 3,400 ",6800.00,Slice,In-Store,Yes,,,,,
10398,06/05/2020,Ethiopia,Strawberry Rhubarb,1," 6,247 ",6247.00,Whole,In-Store,Yes,,,,,
10399,06/05/2020,Gabon,Strawberry Rhubarb,1," 1,916 ",1916.00,Whole,In-Store,Yes,,,,,
10400,07/05/2020,Gambia,Apple,3," 3,825 ",11475.00,Whole,In-Store,Yes,,,,,
10401,07/05/2020,Ghana,Apple,5," 1,363 ",6815.00,Whole,Pre-Order,Yes,,,,,
10402,07/05/2020,Guinea,Apple,5," 3,495 ",17475.00,Whole,In-Store,Yes,,,,,
10403,07/05/2020,Guinea-Bissau,Apple,2," 8,364 ",16728.00,Whole,In-Store,Yes,,,,,
10404,07/05/2020,Kenya,Apple,1," 7,506 ",7506.00,Slice,Pre-Order,Yes,,,,,
10405,20/06/2020,Lesotho,Strawberry Rhubarb,1," 5,690 ",5690.00,Whole,In-Store,Yes,,,,,
10406,20/06/2020,Liberia,Strawberry Rhubarb,3," 7,006 ",21018.00,Whole,Pre-Order,Yes,,,,,
10407,20/06/2020,Libya,Strawberry Rhubarb,4," 3,015 ",12060.00,Slice,Pre-Order,Yes,,,,,
10408,20/06/2020,Madagascar,Strawberry Rhubarb,4," 4,277 ",17108.00,Slice,In-Store,Yes,,,,,
10409,20/06/2020,Malawi,Strawberry Rhubarb,5," 3,615 ",18075.00,Whole,Pre-Order,Yes,,,,,
10410,20/06/2020,Mali,Strawberry Rhubarb,2," 3,251 ",6502.00,Whole,Pre-Order,Yes,,,,,
10411,20/06/2020,Mauritania,Strawberry Rhubarb,2," 6,323 ",12646.00,Whole,Pre-Order,Yes,,,,,
10412,20/06/2020,Mauritius,Strawberry Rhubarb,5," 6,447 ",32235.00,Slice,In-Store,Yes,,,,,
10413,20/06/2020,Morocco,Strawberry Rhubarb,1," 5,052 ",5052.00,Whole,Pre-Order,Yes,,,,,
10414,20/06/2020,Mozambique,Strawberry Rhubarb,3," 6,084 ",18252.00,Whole,In-Store,Yes,,,,,
10415,20/06/2020,Namibia,Strawberry Rhubarb,3," 8,073 ",24219.00,Whole,In-Store,Yes,,,,,
10416,20/06/2020,Niger,Strawberry Rhubarb,3," 2,673 ",8019.00,Whole,In-Store,Yes,,,,,
10417,20/06/2020,Nigeria,Strawberry Rhubarb,4," 5,306 ",21224.00,Whole,In-Store,Yes,,,,,
10418,20/06/2020,Rwanda,Strawberry Rhubarb,4," 8,549 ",34196.00,Slice,Pre-Order,Yes,,,,,
10419,20/06/2020,Sao Tome & Principe,Strawberry Rhubarb,4," 4,991 ",19964.00,Slice,Pre-Order,Yes,,,,,
10420,20/06/2020,Senegal,Strawberry Rhubarb,3," 2,529 ",7587.00,Whole,Pre-Order,Yes,,,,,
10421,02/10/2020,Seychelles,Apple,2," 4,998 ",9996.00,Slice,In-Store,Yes,,,,,
10422,02/10/2020,Sierra Leone,Apple,2," 2,363 ",4726.00,Slice,In-Store,Yes,,,,,
10423,02/10/2020,Somalia,Apple,4," 4,594 ",18376.00,Slice,Pre-Order,Yes,,,,,
10424,02/10/2020,South Africa,Apple,5," 1,173 ",5865.00,Whole,Pre-Order,Yes,,,,,
10425,02/10/2020,South Sudan,Apple,5," 2,457 ",12285.00,Whole,In-Store,Yes,,,,,
10426,02/10/2020,Sudan,Apple,5," 2,358 ",11790.00,Whole,Pre-Order,Yes,,,,,
10427,02/10/2020,Tanzania,Apple,3," 6,074 ",18222.00,Slice,Pre-Order,Yes,,,,,
10428,02/10/2020,Togo,Apple,2," 6,215 ",12430.00,Whole,In-Store,Yes,,,,,
10429,02/10/2020,Tunisia,Apple,2," 6,910 ",13820.00,Slice,In-Store,Yes,,,,,
10430,08/10/2020,Uganda,Apple,3," 9,695 ",29085.00,Slice,In-Store,Yes,,,,,
10431,08/10/2020,Zambia,Strawberry Rhubarb,1," 8,337 ",8337.00,Whole,Pre-Order,Yes,,,,,
10432,08/10/2020,Zimbabwe,Cherry,4," 4,709 ",18836.00,Whole,In-Store,Yes,,,,,
10433,08/10/2020,Algeria,Cherry,2," 8,809 ",17618.00,Slice,Pre-Order,Yes,,,,,
10434,08/10/2020,Angola,Cherry,4," 2,567 ",10268.00,Whole,In-Store,Yes,,,,,
10435,08/10/2020,Benin,Apple,5," 8,811 ",44055.00,Slice,In-Store,Yes,,,,,
10436,08/10/2020,Botswana,Cherry,5," 3,294 ",16470.00,Whole,Pre-Order,Yes,,,,,
10437,08/10/2020,Burkina Faso,Cherry,1," 2,062 ",2062.00,Slice,Pre-Order,Yes,,,,,
10438,08/10/2020,Burundi,Apple,2," 5,183 ",10366.00,Whole,In-Store,Yes,,,,,
10439,08/10/2020,Cabo Verde,Cherry,4," 4,099 ",16396.00,Slice,In-Store,Yes,,,,,
10440,08/10/2020,Cameroon,Cherry,5," 6,745 ",33725.00,Slice,Pre-Order,Yes,,,,,
10441,27/11/2020,Central African Republic,Fudge,4," 7,266 ",29064.00,Slice,Pre-Order,Yes,,,,,
10442,27/11/2020,Chad,Apple,3," 4,750 ",14250.00,Whole,Pre-Order,Yes,,,,,
10443,27/11/2020,Comoros,Apple,5," 5,011 ",25055.00,Slice,In-Store,Yes,,,,,
10444,27/11/2020,Congo,Fudge,3," 5,248 ",15744.00,Whole,In-Store,Yes,,,,,
10445,27/11/2020,Côte d'Ivoire,Fudge,5," 5,987 ",29935.00,Whole,Pre-Order,Yes,,,,,
10446,27/11/2020,Djibouti,Fudge,2," 6,633 ",13266.00,Whole,Pre-Order,Yes,,,,,
10447,27/11/2020,DR Congo,Fudge,2," 1,252 ",2504.00,Whole,In-Store,Yes,,,,,
10448,27/11/2020,Egypt,Fudge,1," 5,438 ",5438.00,Slice,Pre-Order,Yes,,,,,
10449,27/11/2020,Equatorial Guinea,Fudge,1," 5,200 ",5200.00,Whole,Pre-Order,Yes,,,,,
10450,27/11/2020,Eritrea,Fudge,5," 3,362 ",16810.00,Slice,In-Store,Yes,,,,,
10451,27/11/2020,Eswatini,Apple,3," 5,929 ",17787.00,Slice,In-Store,Yes,,,,,
10452,27/11/2020,Ethiopia,Fudge,3," 9,989 ",29967.00,Slice,Pre-Order,Yes,,,,,
10453,27/11/2020,Gabon,Pumpkin,3," 4,482 ",13446.00,Whole,In-Store,Yes,,,,,
10454,27/11/2020,Gambia,Apple,2," 6,590 ",13180.00,Whole,Pre-Order,Yes,,,,,
10455,27/11/2020,Ghana,Pumpkin,4," 6,904 ",27616.00,Slice,In-Store,Yes,,,,,
10456,27/11/2020,Guinea,Apple,5," 1,183 ",5915.00,Slice,In-Store,Yes,,,,,
10457,12/01/2021,Guinea-Bissau,Strawberry Rhubarb,1," 7,354 ",7354.00,Slice,Pre-Order,Yes,,,,,
10458,12/01/2021,Kenya,Strawberry Rhubarb,1," 2,940 ",2940.00,Slice,Pre-Order,Yes,,,,,
10459,12/01/2021,Lesotho,Strawberry Rhubarb,2," 2,398 ",4796.00,Whole,Pre-Order,Yes,,,,,
10460,12/01/2021,Liberia,Strawberry Rhubarb,2," 4,873 ",9746.00,Whole,In-Store,Yes,,,,,
10461,12/01/2021,Libya,Strawberry Rhubarb,1," 1,160 ",1160.00,Whole,Pre-Order,Yes,,,,,
10462,12/01/2021,Madagascar,Strawberry Rhubarb,5," 1,824 ",9120.00,Slice,Pre-Order,Yes,,,,,
10463,21/03/2021,Malawi,Apple,2," 3,378 ",6756.00,Slice,In-Store,Yes,,,,,
10464,21/03/2021,Mali,Strawberry Rhubarb,2," 5,113 ",10226.00,Whole,Pre-Order,Yes,,,,,
10465,21/03/2021,Mauritania,Strawberry Rhubarb,1," 8,084 ",8084.00,Slice,Pre-Order,Yes,,,,,
10466,21/03/2021,Mauritius,Strawberry Rhubarb,2," 1,810 ",3620.00,Whole,In-Store,Yes,,,,,
10467,21/03/2021,Morocco,Strawberry Rhubarb,3," 9,013 ",27039.00,Slice,Pre-Order,Yes,,,,,
10468,21/03/2021,Mozambique,Strawberry Rhubarb,5," 9,615 ",48075.00,Slice,Pre-Order,Yes,,,,,
10469,21/03/2021,Namibia,Strawberry Rhubarb,2," 5,343 ",10686.00,Whole,In-Store,Yes,,,,,
10470,21/03/2021,Niger,Strawberry Rhubarb,3," 3,700 ",11100.00,Whole,In-Store,Yes,,,,,
10471,21/03/2021,Nigeria,Strawberry Rhubarb,1," 3,980 ",3980.00,Whole,In-Store,Yes,,,,,
10472,21/03/2021,Rwanda,Strawberry Rhubarb,5," 1,888 ",9440.00,Slice,In-Store,Yes,,,,,
10473,21/03/2021,Sao Tome & Principe,Strawberry Rhubarb,5," 7,937 ",39685.00,Whole,Pre-Order,Yes,,,,,
10474,07/05/2021,Senegal,Apple,5," 6,311 ",31555.00,Whole,In-Store,Yes,,,,,
10475,07/05/2021,Seychelles,Other,1," 1,610 ",1610.00,Slice,In-Store,Yes,,,,,
10476,07/05/2021,Sierra Leone,Apple,5," 3,931 ",19655.00,Whole,Pre-Order,Yes,,,,,
10477,07/05/2021,Somalia,Blueberry,3," 6,683 ",20049.00,Slice,Pre-Order,Yes,,,,,
10478,07/05/2021,South Africa,Strawberry Rhubarb,1," 3,944 ",3944.00,Whole,In-Store,Yes,,,,,
10479,07/05/2021,South Sudan,Blueberry,4," 1,415 ",5660.00,Whole,Pre-Order,Yes,,,,,
10480,07/05/2021,Sudan,Blueberry,1," 1,984 ",1984.00,Slice,In-Store,Yes,,,,,
10481,07/05/2021,Tanzania,Cherry,1," 6,261 ",6261.00,Slice,In-Store,Yes,,,,,
10482,07/05/2021,Togo,Apple,3," 4,125 ",12375.00,Whole,Pre-Order,Yes,,,,,
10483,07/05/2021,Tunisia,Apple,2," 9,430 ",18860.00,Slice,Pre-Order,Yes,,,,,
10484,07/05/2021,Uganda,Blueberry,5," 9,612 ",48060.00,Whole,In-Store,Yes,,,,,
10485,07/05/2021,Zambia,Blueberry,4," 1,209 ",4836.00,Whole,In-Store,Yes,,,,,
10486,07/05/2021,Zimbabwe,Blueberry,2," 7,445 ",14890.00,Whole,Pre-Order,Yes,,,,,
10487,07/05/2021,Algeria,Other,5," 6,056 ",30280.00,Slice,Pre-Order,Yes,,,,,
10488,07/05/2021,Angola,Blueberry,5," 3,394 ",16970.00,Whole,In-Store,Yes,,,,,
10489,07/05/2021,Benin,Blueberry,2," 9,463 ",18926.00,Slice,Pre-Order,Yes,,,,,
10490,07/05/2021,Botswana,Other,5," 9,725 ",48625.00,Slice,Pre-Order,Yes,,,,,
10491,12/05/2021,Burkina Faso,Pumpkin,4," 7,632 ",30528.00,Whole,Pre-Order,Yes,,,,,
10492,12/05/2021,Burundi,Strawberry Rhubarb,3," 9,544 ",28632.00,Whole,In-Store,Yes,,,,,
10493,12/05/2021,Cabo Verde,Pumpkin,5," 5,056 ",25280.00,Whole,In-Store,Yes,,,,,
10494,12/05/2021,Cameroon,Strawberry Rhubarb,3," 3,875 ",11625.00,Whole,In-Store,Yes,,,,,
10495,12/05/2021,Central African Republic,Pumpkin,1," 8,158 ",8158.00,Slice,Pre-Order,Yes,,,,,
10496,12/05/2021,Chad,Strawberry Rhubarb,1," 4,222 ",4222.00,Whole,Pre-Order,Yes,,,,,
10497,12/05/2021,Comoros,Strawberry Rhubarb,2," 4,135 ",8270.00,Slice,In-Store,Yes,,,,,
10498,12/05/2021,Congo,Strawberry Rhubarb,3," 7,237 ",21711.00,Whole,In-Store,Yes,,,,,
10499,12/05/2021,Côte d'Ivoire,Strawberry Rhubarb,3," 1,224 ",3672.00,Slice,Pre-Order,Yes,,,,,
