Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,,,,,,,,,,,,Pie Flavor,Quantity,,
10246,44189,Madagascar,Fudge,1,3437,3437,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10247,44189,Malawi,Other,2,2367,4734,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10248,44502,Mali,Apple,3,6702,20106,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10249,44502,Mauritania,Apple,4,6994,27976,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10250,44502,Mauritius,Apple,5,8804,44020,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10251,44502,Morocco,Apple,2,6711,13422,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10252,44502,Mozambique,Apple,4,3588,14352,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10253,43704,Namibia,Strawberry Rhubarb,3,9869,29607,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10254,43704,Niger,Apple,1,6501,6501,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10255,44484,Nigeria,Strawberry Rhubarb,4,1186,4744,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10256,44484,Rwanda,Strawberry Rhubarb,4,1238,4952,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10257,44484,Sao Tome & Principe,Strawberry Rhubarb,4,3602,14408,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10258,44484,Senegal,Strawberry Rhubarb,2,7909,15818,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10259,44484,Seychelles,Strawberry Rhubarb,1,8153,8153,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10260,44300,Sierra Leone,Blueberry,5,7112,35560,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10261,44300,Somalia,Apple,1,2315,2315,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10262,44300,South Africa,Apple,2,4784,9568,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10263,44300,South Sudan,Blueberry,1,8823,8823,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10264,44300,Sudan,Apple,1,2950,2950,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10265,44300,Tanzania,Other,1,3848,3848,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10266,44310,Togo,Cherry,2,8463,16926,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10267,44524,Tunisia,Pumpkin,1,7540,7540,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10268,44524,Uganda,Pumpkin,1,1175,1175,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10269,44310,Zambia,Cherry,5,8351,41755,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10270,44310,Zimbabwe,Cherry,4,4958,19832,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10271,44310,Algeria,Cherry,1,3294,3294,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10272,43788,Angola,Pumpkin,1,8161,8161,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10273,43788,Benin,Pumpkin,1,6954,6954,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10274,43788,Botswana,Pumpkin,1,7777,7777,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10275,43788,Burkina Faso,Pumpkin,4,9018,36072,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10276,43788,Burundi,Pumpkin,2,7263,14526,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10277,43788,Cabo Verde,Pumpkin,3,7492,22476,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10278,43788,Cameroon,Other,2,7814,15628,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10279,43788,Central African Republic,Apple,2,2840,5680,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10280,43867,Chad,Strawberry Rhubarb,1,9355,9355,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10281,43867,Comoros,Pumpkin,2,5385,10770,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10282,44325,Congo,Fudge,1,3293,3293,Slice,In-Store,No,,,,,,,,,,,,,,,,
10283,44325,Côte d'Ivoire,Fudge,5,7997,39985,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10284,44325,Djibouti,Fudge,1,2012,2012,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10285,44325,DR Congo,Fudge,3,6310,18930,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10286,44325,Egypt,Pumpkin,5,7263,36315,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10287,44325,Equatorial Guinea,Fudge,5,1249,6245,Whole,In-Store,No,,,,,,,,,,,,,,,,
10288,44325,Eritrea,Apple,2,2317,4634,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10289,44325,Eswatini,Apple,4,2318,9272,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10290,44325,Ethiopia,Fudge,2,2573,5146,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10291,43803,Gabon,Apple,3,2481,7443,Whole,In-Store,No,,,,,,,,,,,,,,,,
10292,43803,Gambia,Apple,3,2954,8862,Whole,In-Store,No,,,,,,,,,,,,,,,,
10293,43803,Ghana,Apple,1,9823,9823,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10294,43803,Guinea,Pumpkin,3,7513,22539,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10295,43803,Guinea-Bissau,Pumpkin,4,5745,22980,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10296,43803,Kenya,Pumpkin,1,5019,5019,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10297,43803,Lesotho,Pumpkin,1,7902,7902,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10298,44330,Liberia,Apple,1,1504,1504,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10299,44330,Libya,Strawberry Rhubarb,2,7837,15674,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10300,44330,Madagascar,Apple,2,3050,6100,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10301,44330,Malawi,Pumpkin,5,7286,36430,Slice,In-Store,No,,,,,,,,,,,,,,,,
10302,44330,Mali,Apple,4,5066,20264,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10303,44330,Mauritania,Apple,5,5736,28680,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10304,44330,Mauritius,Apple,3,8107,24321,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10305,44330,Morocco,Strawberry Rhubarb,4,3585,14340,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10306,44330,Mozambique,Apple,4,3143,12572,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10307,44428,Namibia,Strawberry Rhubarb,4,4404,17616,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10308,44428,Niger,Strawberry Rhubarb,3,1057,3171,Slice,In-Store,No,,,,,,,,,,,,,,,,
10309,44428,Nigeria,Other,3,8119,24357,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10310,44428,Rwanda,Cherry,1,3879,3879,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10311,44019,Sao Tome & Principe,Cherry,3,1463,4389,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10312,44271,Senegal,Strawberry Rhubarb,5,4603,23015,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10313,44271,Seychelles,Cherry,1,4203,4203,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10314,44271,Sierra Leone,Cherry,2,3007,6014,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10315,44271,Somalia,Apple,5,9390,46950,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10316,44271,South Africa,Cherry,1,4335,4335,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10317,44271,South Sudan,Strawberry Rhubarb,2,6396,12792,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10318,44271,Sudan,Apple,3,4762,14286,Whole,In-Store,No,,,,,,,,,,,,,,,,
10319,44271,Tanzania,Apple,1,7727,7727,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10320,44271,Togo,Apple,5,1905,9525,Slice,In-Store,No,,,,,,,,,,,,,,,,
10321,44271,Tunisia,Apple,1,3886,3886,Slice,In-Store,No,,,,,,,,,,,,,,,,
10322,44271,Uganda,Apple,4,4910,19640,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10323,44271,Zambia,Apple,2,1001,2002,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10324,44271,Zimbabwe,Apple,2,7578,15156,Slice,In-Store,No,,,,,,,,,,,,,,,,
10325,44271,Algeria,Apple,2,6455,12910,Slice,In-Store,No,,,,,,,,,,,,,,,,
10326,44271,Angola,Apple,3,7493,22479,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10327,44271,Benin,Apple,2,9115,18230,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10328,44271,Botswana,Apple,2,4425,8850,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10329,44029,Burkina Faso,Strawberry Rhubarb,1,9821,9821,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10330,44029,Burundi,Strawberry Rhubarb,5,3313,16565,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10331,44029,Cabo Verde,Strawberry Rhubarb,1,6881,6881,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10332,44029,Cameroon,Other,3,3696,11088,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10333,44029,Central African Republic,Strawberry Rhubarb,2,5580,11160,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
10334,44029,Chad,Other,2,1536,3072,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10335,44029,Comoros,Strawberry Rhubarb,3,3591,10773,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10336,44029,Congo,Strawberry Rhubarb,1,6605,6605,Slice,In-Store,No,,,,,,,,,,,,,,,,
10337,44029,Côte d'Ivoire,Cherry,1,8032,8032,Whole,In-Store,No,,,,,,,,,,,,,,,,
10338,44246,Djibouti,Pumpkin,3,7770,23310,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10339,44246,DR Congo,Pumpkin,2,3964,7928,Whole,In-Store,No,,,,,,,,,,,,,,,,
10340,44246,Egypt,Fudge,4,4174,16696,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10341,44246,Equatorial Guinea,Fudge,4,8085,32340,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
10342,44246,Eritrea,Fudge,3,4741,14223,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10343,44246,Eswatini,Fudge,4,5695,22780,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10344,44246,Ethiopia,Apple,5,5577,27885,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
10345,43652,Gabon,Strawberry Rhubarb,3,7447,22341,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10346,43652,Gambia,Other,1,8163,8163,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10347,43652,Ghana,Strawberry Rhubarb,3,3214,9642,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10348,43652,Guinea,Other,2,9438,18876,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10349,43652,Guinea-Bissau,Strawberry Rhubarb,1,3914,3914,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10350,43652,Kenya,Strawberry Rhubarb,3,6314,18942,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10351,43652,Lesotho,Cherry,5,2830,14150,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10352,43652,Liberia,Strawberry Rhubarb,4,5519,22076,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10353,43652,Libya,Cherry,4,6455,25820,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10354,43652,Madagascar,Strawberry Rhubarb,1,3128,3128,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10355,43652,Malawi,Cherry,1,3466,3466,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10356,43652,Mali,Cherry,3,9070,27210,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10357,43652,Mauritania,Strawberry Rhubarb,2,6949,13898,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10358,43778,Mauritius,Apple,2,9618,19236,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10359,43778,Morocco,Apple,3,1211,3633,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10360,43778,Mozambique,Blueberry,3,3658,10974,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10361,43778,Namibia,Other,4,9600,38400,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10362,43799,Niger,Pumpkin,4,5390,21560,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10363,43799,Nigeria,Pumpkin,4,5718,22872,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10364,43799,Rwanda,Pumpkin,2,1470,2940,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10365,43799,Sao Tome & Principe,Apple,5,6039,30195,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10366,43799,Senegal,Pumpkin,1,4662,4662,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10367,43799,Seychelles,Apple,1,6790,6790,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10368,43799,Sierra Leone,Apple,5,1666,8330,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10369,43799,Somalia,Fudge,3,5581,16743,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10370,43892,South Africa,Blueberry,3,9312,27936,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10371,43892,South Sudan,Blueberry,2,7140,14280,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10372,43892,Sudan,Blueberry,1,8483,8483,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10373,43892,Tanzania,Blueberry,4,2500,10000,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10374,43892,Togo,Blueberry,4,9266,37064,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10375,43892,Tunisia,Apple,3,5117,15351,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10376,43892,Uganda,Apple,1,1777,1777,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10377,43892,Zambia,Blueberry,1,6183,6183,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10378,43892,Zimbabwe,Other,2,3119,6238,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10379,43892,Algeria,Strawberry Rhubarb,3,3186,9558,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10380,43892,Angola,Strawberry Rhubarb,3,8227,24681,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10381,43892,Benin,Strawberry Rhubarb,4,3267,13068,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10382,43892,Botswana,Other,5,3180,15900,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10383,43902,Burkina Faso,Apple,5,5025,25125,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10384,43902,Burundi,Fudge,2,5890,11780,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10385,43944,Cabo Verde,Pumpkin,5,4066,20330,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10386,43944,Cameroon,Pumpkin,5,9735,48675,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10387,43944,Central African Republic,Pumpkin,5,1478,7390,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10388,43944,Chad,Pumpkin,5,5883,29415,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10389,43957,Comoros,Strawberry Rhubarb,4,3799,15196,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10390,43957,Congo,Strawberry Rhubarb,4,4731,18924,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10391,43957,Côte d'Ivoire,Strawberry Rhubarb,5,9290,46450,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10392,43957,Djibouti,Strawberry Rhubarb,4,1170,4680,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10393,43957,DR Congo,Strawberry Rhubarb,1,7274,7274,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10394,43957,Egypt,Strawberry Rhubarb,3,7270,21810,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10395,43957,Equatorial Guinea,Strawberry Rhubarb,3,7223,21669,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10396,43957,Eritrea,Strawberry Rhubarb,4,1599,6396,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10397,43957,Eswatini,Strawberry Rhubarb,2,3400,6800,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10398,43957,Ethiopia,Strawberry Rhubarb,1,6247,6247,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10399,43957,Gabon,Strawberry Rhubarb,1,1916,1916,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10400,43958,Gambia,Apple,3,3825,11475,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10401,43958,Ghana,Apple,5,1363,6815,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10402,43958,Guinea,Apple,5,3495,17475,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10403,43958,Guinea-Bissau,Apple,2,8364,16728,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10404,43958,Kenya,Apple,1,7506,7506,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10405,44002,Lesotho,Strawberry Rhubarb,1,5690,5690,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10406,44002,Liberia,Strawberry Rhubarb,3,7006,21018,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10407,44002,Libya,Strawberry Rhubarb,4,3015,12060,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10408,44002,Madagascar,Strawberry Rhubarb,4,4277,17108,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10409,44002,Malawi,Strawberry Rhubarb,5,3615,18075,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10410,44002,Mali,Strawberry Rhubarb,2,3251,6502,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10411,44002,Mauritania,Strawberry Rhubarb,2,6323,12646,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10412,44002,Mauritius,Strawberry Rhubarb,5,6447,32235,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10413,44002,Morocco,Strawberry Rhubarb,1,5052,5052,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10414,44002,Mozambique,Strawberry Rhubarb,3,6084,18252,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10415,44002,Namibia,Strawberry Rhubarb,3,8073,24219,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10416,44002,Niger,Strawberry Rhubarb,3,2673,8019,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10417,44002,Nigeria,Strawberry Rhubarb,4,5306,21224,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10418,44002,Rwanda,Strawberry Rhubarb,4,8549,34196,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10419,44002,Sao Tome & Principe,Strawberry Rhubarb,4,4991,19964,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10420,44002,Senegal,Strawberry Rhubarb,3,2529,7587,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10421,44106,Seychelles,Apple,2,4998,9996,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10422,44106,Sierra Leone,Apple,2,2363,4726,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10423,44106,Somalia,Apple,4,4594,18376,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10424,44106,South Africa,Apple,5,1173,5865,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10425,44106,South Sudan,Apple,5,2457,12285,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10426,44106,Sudan,Apple,5,2358,11790,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10427,44106,Tanzania,Apple,3,6074,18222,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10428,44106,Togo,Apple,2,6215,12430,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10429,44106,Tunisia,Apple,2,6910,13820,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10430,44112,Uganda,Apple,3,9695,29085,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10431,44112,Zambia,Strawberry Rhubarb,1,8337,8337,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10432,44112,Zimbabwe,Cherry,4,4709,18836,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10433,44112,Algeria,Cherry,2,8809,17618,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10434,44112,Angola,Cherry,4,2567,10268,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10435,44112,Benin,Apple,5,8811,44055,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10436,44112,Botswana,Cherry,5,3294,16470,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10437,44112,Burkina Faso,Cherry,1,2062,2062,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10438,44112,Burundi,Apple,2,5183,10366,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10439,44112,Cabo Verde,Cherry,4,4099,16396,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10440,44112,Cameroon,Cherry,5,6745,33725,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10441,44162,Central African Republic,Fudge,4,7266,29064,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10442,44162,Chad,Apple,3,4750,14250,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10443,44162,Comoros,Apple,5,5011,25055,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10444,44162,Congo,Fudge,3,5248,15744,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10445,44162,Côte d'Ivoire,Fudge,5,5987,29935,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10446,44162,Djibouti,Fudge,2,6633,13266,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10447,44162,DR Congo,Fudge,2,1252,2504,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10448,44162,Egypt,Fudge,1,5438,5438,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10449,44162,Equatorial Guinea,Fudge,1,5200,5200,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10450,44162,Eritrea,Fudge,5,3362,16810,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10451,44162,Eswatini,Apple,3,5929,17787,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10452,44162,Ethiopia,Fudge,3,9989,29967,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10453,44162,Gabon,Pumpkin,3,4482,13446,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10454,44162,Gambia,Apple,2,6590,13180,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10455,44162,Ghana,Pumpkin,4,6904,27616,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10456,44162,Guinea,Apple,5,1183,5915,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10457,44208,Guinea-Bissau,Strawberry Rhubarb,1,7354,7354,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10458,44208,Kenya,Strawberry Rhubarb,1,2940,2940,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10459,44208,Lesotho,Strawberry Rhubarb,2,2398,4796,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10460,44208,Liberia,Strawberry Rhubarb,2,4873,9746,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10461,44208,Libya,Strawberry Rhubarb,1,1160,1160,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10462,44208,Madagascar,Strawberry Rhubarb,5,1824,9120,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10463,44276,Malawi,Apple,2,3378,6756,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10464,44276,Mali,Strawberry Rhubarb,2,5113,10226,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10465,44276,Mauritania,Strawberry Rhubarb,1,8084,8084,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10466,44276,Mauritius,Strawberry Rhubarb,2,1810,3620,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10467,44276,Morocco,Strawberry Rhubarb,3,9013,27039,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10468,44276,Mozambique,Strawberry Rhubarb,5,9615,48075,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10469,44276,Namibia,Strawberry Rhubarb,2,5343,10686,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10470,44276,Niger,Strawberry Rhubarb,3,3700,11100,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10471,44276,Nigeria,Strawberry Rhubarb,1,3980,3980,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10472,44276,Rwanda,Strawberry Rhubarb,5,1888,9440,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10473,44276,Sao Tome & Principe,Strawberry Rhubarb,5,7937,39685,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10474,44323,Senegal,Apple,5,6311,31555,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10475,44323,Seychelles,Other,1,1610,1610,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10476,44323,Sierra Leone,Apple,5,3931,19655,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10477,44323,Somalia,Blueberry,3,6683,20049,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10478,44323,South Africa,Strawberry Rhubarb,1,3944,3944,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10479,44323,South Sudan,Blueberry,4,1415,5660,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10480,44323,Sudan,Blueberry,1,1984,1984,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10481,44323,Tanzania,Cherry,1,6261,6261,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10482,44323,Togo,Apple,3,4125,12375,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10483,44323,Tunisia,Apple,2,9430,18860,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10484,44323,Uganda,Blueberry,5,9612,48060,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10485,44323,Zambia,Blueberry,4,1209,4836,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10486,44323,Zimbabwe,Blueberry,2,7445,14890,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10487,44323,Algeria,Other,5,6056,30280,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10488,44323,Angola,Blueberry,5,3394,16970,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10489,44323,Benin,Blueberry,2,9463,18926,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10490,44323,Botswana,Other,5,9725,48625,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
