S/N,Date,Branch,Pizza Sold,Price,Quantity,Sales Discount,Time,Time Range
302,2020-05-11,Germany,Hot Veggie,4000,1,0.1,11:08:09.600000,Before 9:00am
303,2021-09-10,Germany,Margarita,4000,4,0.05,17:41:16.800000,Before 9:00am
304,2020-05-25,Italy,Chicken Legend,2000,3,0.05,18:00:00,Before 9:00am
305,2020-10-11,England,Italiano,3000,2,0.05,12:51:50.400000,Before 9:00am
306,2021-10-29,Germany,BBQ Philly Steak,4000,5,0.0,11:35:31.200000,Before 9:00am
307,2021-02-05,Germany,Beef Suya,3000,2,0.03,13:32:09.600000,Before 9:00am
308,2021-04-02,Spain,BBQ Philly Steak,4000,2,0.1,09:50:24,Before 9:00am
309,2022-02-20,Germany,Beef Suya,3000,2,0.07,14:12:28.800000,Before 9:00am
310,2020-04-02,France,BBQ Philly Steak,4000,5,0.03,16:45:07.200000,Before 9:00am
311,2020-11-11,England,Italiano,3000,5,0.05,15:51:50.400000,Before 9:00am
312,2021-10-24,England,Veggie Supreme,3000,1,0.0,16:03:21.600000,Before 9:00am
313,2020-02-11,Germany,Hot Veggie,4000,3,0.0,16:16:19.200000,Before 9:00am
314,2020-03-13,France,Pepperoni Feast,4000,2,0.1,13:00:28.800000,Before 9:00am
315,2022-04-27,England,Hot Veggie,4000,4,0.05,08:44:09.600000,Before 9:00am
316,2020-03-20,England,BBQ Chicken,4000,3,0.05,13:45:07.200000,Before 9:00am
317,2020-08-22,Spain,Hot Pepperoni Feast,4000,5,0.05,08:21:07.200000,Before 9:00am
318,2021-04-27,France,Margarita,4000,5,0.07,11:08:09.600000,Before 9:00am
319,2020-04-07,Germany,Chicken Feast,2000,5,0.0,12:25:55.200000,Before 9:00am
320,2021-05-12,Germany,BBQ Chicken,4000,4,0.03,09:01:26.400000,Before 9:00am
321,2020-06-11,England,Pepperoni Suya,3000,5,0.1,10:29:16.800000,Before 9:00am
322,2022-02-07,Spain,Chicken Feast,2000,5,0.03,16:10:33.600000,Before 9:00am
323,2020-01-24,Germany,Hot Pepperoni Feast,4000,1,0.03,15:08:38.400000,Before 9:00am
324,2020-02-23,France,Pepperoni Feast,4000,1,0.07,11:36:57.600000,Before 9:00am
325,2021-02-09,France,Chicken Legend,2000,1,0.05,16:23:31.200000,Before 9:00am
326,2020-11-02,Spain,Beef Suya,3000,5,0.03,12:33:07.200000,Before 9:00am
327,2021-01-03,Germany,Chicken Bali,2000,2,0.0,13:55:12,Before 9:00am
328,2021-10-24,Spain,Chicken Bali,2000,3,0.05,15:15:50.400000,Before 9:00am
329,2020-01-13,Spain,Pepperoni Suya,3000,5,0.0,09:48:57.600000,Before 9:00am
330,2022-01-24,Spain,Chicken Legend,2000,5,0.0,13:36:28.800000,Before 9:00am
331,2022-03-28,Italy,Hot Pepperoni Feast,4000,5,0.0,08:05:16.800000,Before 9:00am
332,2020-02-24,France,Chicken Feast,2000,1,0.1,10:52:19.200000,Before 9:00am
333,2021-08-11,Italy,Margarita,4000,4,0.0,08:02:24,Before 9:00am
334,2020-10-25,England,Extravaganza,2000,5,0.05,09:01:26.400000,Before 9:00am
335,2021-06-22,England,Veggie Supreme,3000,1,0.0,12:04:19.200000,Before 9:00am
336,2021-07-17,Spain,Veggie Supreme,3000,1,0.05,09:10:04.800000,Before 9:00am
337,2022-01-30,Germany,Pepperoni Feast,4000,2,0.03,12:37:26.400000,Before 9:00am
338,2021-11-10,France,Pepperoni Suya,3000,5,0.03,10:50:52.800000,Before 9:00am
339,2020-11-04,Spain,Italiano,3000,5,0.03,11:06:43.200000,Before 9:00am
340,2021-07-26,Germany,Italiano,3000,1,0.1,12:21:36,Before 9:00am
341,2021-01-15,Germany,Pepperoni Suya,3000,1,0.07,14:31:12,Before 9:00am
342,2021-01-25,Germany,Chicken Legend,2000,5,0.03,11:57:07.200000,Before 9:00am
343,2021-05-28,England,Chicken Legend,2000,1,0.07,17:09:36,Before 9:00am
344,2020-12-01,Germany,Hot Veggie,4000,5,0.05,12:20:09.600000,Before 9:00am
345,2022-01-12,Italy,Pepperoni Suya,3000,4,0.05,09:01:26.400000,Before 9:00am
346,2020-04-03,Spain,Veggie Supreme,3000,5,0.05,17:28:19.200000,Before 9:00am
347,2021-12-13,England,Italiano,3000,1,0.05,13:43:40.800000,Before 9:00am
348,2021-11-11,Spain,Pepperoni Feast,4000,5,0.03,12:00:00,Before 9:00am
349,2021-07-19,Germany,Hot Pepperoni Feast,4000,5,0.0,12:47:31.200000,Before 9:00am
350,2021-12-18,Italy,Veggie Supreme,3000,4,0.0,11:11:02.400000,Before 9:00am
351,2020-05-26,England,Pepperoni Suya,3000,3,0.1,15:36:00,Before 9:00am
352,2021-11-07,France,Margarita,4000,3,0.05,08:19:40.800000,Before 9:00am
353,2021-10-06,England,Veggie Supreme,3000,2,0.1,11:00:57.600000,Before 9:00am
354,2022-05-14,England,Hot Pepperoni Feast,4000,5,0.05,10:04:48,Before 9:00am
355,2021-07-07,Italy,Chicken Bali,2000,4,0.0,12:28:48,Before 9:00am
356,2020-01-08,France,Italiano,3000,3,0.03,15:27:21.600000,Before 9:00am
357,2022-01-21,Italy,Hot Veggie,4000,4,0.0,10:35:02.400000,Before 9:00am
358,2021-07-15,Germany,Hot Veggie,4000,5,0.03,17:09:36,Before 9:00am
359,2022-05-15,England,Extravaganza,2000,3,0.1,13:42:14.400000,Before 9:00am
360,2021-03-21,England,Chicken Bali,2000,1,0.0,14:57:07.200000,Before 9:00am
361,2021-07-14,Germany,Hot Pepperoni Feast,4000,5,0.1,09:44:38.400000,Before 9:00am
362,2021-02-15,England,Extravaganza,2000,1,0.05,12:56:09.600000,Before 9:00am
363,2021-07-09,Italy,Chicken Feast,2000,4,0.03,13:04:48,Before 9:00am
364,2022-01-14,Italy,Margarita,4000,3,0.0,11:57:07.200000,Before 9:00am
365,2021-01-29,Italy,Chicken Legend,2000,5,0.05,11:16:48,Before 9:00am
366,2022-03-21,France,BBQ Philly Steak,4000,1,0.1,10:24:57.600000,Before 9:00am
367,2021-06-02,England,Meatzaa,2000,1,0.03,15:38:52.800000,Before 9:00am
368,2021-06-17,France,BBQ Philly Steak,4000,5,0.0,16:59:31.200000,Before 9:00am
369,2020-03-14,Spain,Chicken Feast,2000,4,0.05,12:46:04.800000,Before 9:00am
370,2020-06-14,France,Pepperoni Feast,4000,2,0.05,12:38:52.800000,Before 9:00am
371,2020-10-25,France,Pepperoni Feast,4000,1,0.07,09:37:26.400000,Before 9:00am
372,2021-09-17,England,Margarita,4000,3,0.05,08:51:21.600000,Before 9:00am
373,2020-07-10,France,Hot Pepperoni Feast,4000,5,0.1,08:44:09.600000,Before 9:00am
374,2020-04-23,Spain,Chicken Feast,2000,1,0.05,16:19:12,Before 9:00am
375,2021-08-10,Germany,Margarita,4000,5,0.05,16:32:09.600000,Before 9:00am
376,2022-05-16,Spain,Chicken Legend,2000,3,0.0,12:05:45.600000,Before 9:00am
377,2020-02-15,Spain,Veggie Supreme,3000,2,0.05,12:02:52.800000,Before 9:00am
378,2021-02-05,France,Hot Veggie,4000,1,0.07,09:33:07.200000,Before 9:00am
379,2022-06-15,France,Italiano,3000,4,0.1,17:32:38.400000,Before 9:00am
380,2020-07-06,Germany,Margarita,4000,5,0.1,13:32:09.600000,Before 9:00am
381,2020-06-27,England,Italiano,3000,2,0.0,16:50:52.800000,Before 9:00am
382,2020-01-18,Spain,Italiano,3000,5,0.05,14:34:04.800000,Before 9:00am
383,2021-08-28,Germany,Chicken Suya,4000,5,0.05,15:15:50.400000,Before 9:00am
384,2020-08-26,Germany,Hot Pepperoni Feast,4000,4,0.07,17:47:02.400000,Before 9:00am
385,2022-03-09,Germany,Chicken Feast,2000,3,0.03,17:24:00,Before 9:00am
386,2021-04-06,France,Chicken Feast,2000,5,0.03,11:47:02.400000,Before 9:00am
387,2022-04-26,Italy,Pepperoni Suya,3000,3,0.05,10:04:48,Before 9:00am
388,2020-11-12,Italy,Pepperoni Suya,3000,4,0.07,11:55:40.800000,Before 9:00am
389,2022-04-02,Spain,Chicken Legend,2000,3,0.03,14:25:26.400000,Before 9:00am
390,2021-08-22,France,Hot Pepperoni Feast,4000,4,0.05,12:34:33.600000,Before 9:00am
391,2020-07-31,France,Italiano,3000,1,0.1,15:59:02.400000,Before 9:00am
392,2020-08-20,England,Veggie Supreme,3000,2,0.05,10:13:26.400000,Before 9:00am
393,2022-01-26,Spain,Extravaganza,2000,1,0.03,13:20:38.400000,Before 9:00am
394,2020-07-04,France,Veggie Supreme,3000,4,0.05,15:37:26.400000,Before 9:00am
395,2021-07-24,Germany,BBQ Philly Steak,4000,5,0.0,09:27:21.600000,Before 9:00am
396,2022-04-10,England,Beef Suya,3000,5,0.05,12:25:55.200000,Before 9:00am
397,2022-02-28,Spain,Margarita,4000,2,0.0,17:09:36,Before 9:00am
398,2020-12-27,Italy,BBQ Philly Steak,4000,5,0.03,10:03:21.600000,Before 9:00am
399,2022-02-09,England,Hot Veggie,4000,1,0.0,11:51:21.600000,Before 9:00am
400,2022-02-15,Spain,Hot Veggie,4000,5,0.05,08:00:57.600000,Before 9:00am
401,2021-03-24,Germany,Margarita,4000,1,0.0,09:05:45.600000,Before 9:00am
402,2020-08-28,Italy,Extravaganza,2000,1,0.1,13:59:31.200000,Before 9:00am
403,2020-09-08,Spain,Pepperoni Suya,3000,4,0.05,12:56:09.600000,Before 9:00am
404,2020-08-04,France,Chicken Bali,2000,4,0.0,15:30:14.400000,Before 9:00am
405,2020-08-24,Italy,Veggie Supreme,3000,2,0.05,13:04:48,Before 9:00am
406,2020-05-22,Germany,Italiano,3000,4,0.03,10:03:21.600000,Before 9:00am
407,2021-08-02,Italy,Chicken Feast,2000,5,0.03,09:48:57.600000,Before 9:00am
408,2021-07-04,Italy,Meatzaa,2000,1,0.05,13:01:55.200000,Before 9:00am
409,2022-06-15,Italy,Veggie Supreme,3000,5,0.0,15:27:21.600000,Before 9:00am
410,2021-09-28,Italy,Beef Suya,3000,4,0.05,17:35:31.200000,Before 9:00am
411,2021-01-28,France,Meatzaa,2000,5,0.03,17:36:57.600000,Before 9:00am
412,2020-04-30,France,Chicken Legend,2000,2,0.03,14:39:50.400000,Before 9:00am
413,2021-04-01,Spain,Meatzaa,2000,4,0.07,10:36:28.800000,Before 9:00am
414,2021-09-21,France,Veggie Supreme,3000,3,0.03,16:10:33.600000,Before 9:00am
415,2020-08-25,Germany,Beef Suya,3000,3,0.1,17:36:57.600000,Before 9:00am
416,2020-12-19,Spain,Meatzaa,2000,4,0.07,17:54:14.400000,Before 9:00am
417,2020-10-21,France,Veggie Supreme,3000,1,0.0,09:31:40.800000,Before 9:00am
418,2020-12-15,Spain,Beef Suya,3000,2,0.03,17:38:24,Before 9:00am
419,2020-01-04,France,Beef Suya,3000,5,0.0,09:37:26.400000,Before 9:00am
420,2021-06-07,Italy,Hot Veggie,4000,3,0.05,13:07:40.800000,Before 9:00am
421,2021-06-13,France,Chicken Bali,2000,3,0.0,15:05:45.600000,Before 9:00am
422,2021-05-29,Italy,Meatzaa,2000,5,0.05,14:28:19.200000,Before 9:00am
423,2021-05-06,Italy,Chicken Feast,2000,2,0.05,12:24:28.800000,Before 9:00am
424,2020-01-16,England,BBQ Philly Steak,4000,4,0.05,17:11:02.400000,Before 9:00am
425,2021-11-17,Italy,Italiano,3000,2,0.03,17:21:07.200000,Before 9:00am
426,2020-04-30,Spain,Pepperoni Suya,3000,1,0.03,15:14:24,Before 9:00am
427,2020-01-27,France,Meatzaa,2000,2,0.0,13:58:04.800000,Before 9:00am
428,2021-02-07,France,Beef Suya,3000,2,0.0,15:43:12,Before 9:00am
429,2020-07-04,Spain,Meatzaa,2000,5,0.0,11:09:36,Before 9:00am
430,2021-01-31,France,Chicken Suya,4000,2,0.1,13:50:52.800000,Before 9:00am
431,2021-03-22,Germany,Chicken Bali,2000,4,0.0,16:55:12,Before 9:00am
432,2021-11-18,England,Chicken Legend,2000,4,0.03,16:26:24,Before 9:00am
433,2020-03-21,Italy,Chicken Legend,2000,1,0.0,14:02:24,Before 9:00am
434,2022-01-01,France,Pepperoni Feast,4000,5,0.05,15:00:00,Before 9:00am
435,2021-10-30,Italy,Chicken Feast,2000,3,0.0,14:24:00,Before 9:00am
436,2020-06-20,France,Chicken Suya,4000,4,0.03,11:00:57.600000,Before 9:00am
437,2020-02-25,Italy,Beef Suya,3000,3,0.05,10:43:40.800000,Before 9:00am
438,2021-10-27,France,Chicken Legend,2000,1,0.0,17:34:04.800000,Before 9:00am
439,2020-04-09,Spain,Italiano,3000,3,0.0,12:28:48,Before 9:00am
440,2020-02-22,Spain,BBQ Philly Steak,4000,5,0.07,14:18:14.400000,Before 9:00am
441,2022-02-19,Italy,Margarita,4000,3,0.03,12:54:43.200000,Before 9:00am
442,2020-08-09,England,Meatzaa,2000,3,0.0,16:50:52.800000,Before 9:00am
443,2020-09-25,Italy,Chicken Bali,2000,4,0.0,14:13:55.200000,Before 9:00am
444,2021-05-15,Italy,Hot Veggie,4000,2,0.1,13:52:19.200000,Before 9:00am
445,2022-02-28,France,Pepperoni Suya,3000,3,0.05,14:26:52.800000,Before 9:00am
446,2022-04-03,Italy,Pepperoni Feast,4000,4,0.05,10:45:07.200000,Before 9:00am
447,2021-10-31,Germany,Veggie Supreme,3000,5,0.03,12:34:33.600000,Before 9:00am
448,2021-12-26,Spain,BBQ Philly Steak,4000,2,0.05,16:52:19.200000,Before 9:00am
449,2021-01-14,Spain,BBQ Philly Steak,4000,1,0.0,15:34:33.600000,Before 9:00am
450,2020-12-05,Germany,Chicken Bali,2000,3,0.03,09:57:36,Before 9:00am
451,2022-04-29,Spain,Chicken Legend,2000,1,0.0,12:38:52.800000,Before 9:00am
452,2021-04-16,Spain,Chicken Suya,4000,3,0.05,09:57:36,Before 9:00am
453,2021-02-16,England,Pepperoni Feast,4000,1,0.0,08:32:38.400000,Before 9:00am
454,2020-03-08,Italy,Chicken Legend,2000,1,0.05,10:09:07.200000,Before 9:00am
455,2021-08-17,Italy,Extravaganza,2000,5,0.0,08:48:28.800000,Before 9:00am
456,2021-04-07,Italy,Hot Pepperoni Feast,4000,2,0.03,14:08:09.600000,Before 9:00am
457,2021-12-03,France,Extravaganza,2000,3,0.03,09:18:43.200000,Before 9:00am
458,2020-05-25,Italy,Extravaganza,2000,2,0.03,09:14:24,Before 9:00am
459,2020-07-28,Germany,Chicken Suya,4000,3,0.05,10:27:50.400000,Before 9:00am
460,2020-02-24,England,Pepperoni Feast,4000,3,0.05,17:08:09.600000,Before 9:00am
461,2020-03-07,Spain,Veggie Supreme,3000,3,0.03,17:57:07.200000,Before 9:00am
462,2021-07-22,England,Pepperoni Suya,3000,5,0.05,09:04:19.200000,Before 9:00am
463,2020-06-06,Spain,Extravaganza,2000,2,0.05,17:12:28.800000,Before 9:00am
464,2021-04-23,England,Meatzaa,2000,4,0.05,15:36:00,Before 9:00am
465,2020-04-24,England,Extravaganza,2000,1,0.03,17:11:02.400000,Before 9:00am
466,2020-10-03,France,Meatzaa,2000,2,0.03,09:37:26.400000,Before 9:00am
467,2022-04-25,France,Chicken Bali,2000,1,0.03,11:26:52.800000,Before 9:00am
468,2020-01-22,Spain,Hot Veggie,4000,5,0.0,09:54:43.200000,Before 9:00am
469,2020-04-09,England,BBQ Chicken,4000,3,0.03,10:53:45.600000,Before 9:00am
470,2022-06-22,Italy,Beef Suya,3000,4,0.03,10:13:26.400000,Before 9:00am
471,2021-03-11,Germany,Beef Suya,3000,1,0.05,08:02:24,Before 9:00am
472,2020-11-02,France,Pepperoni Feast,4000,4,0.1,13:01:55.200000,Before 9:00am
473,2020-08-04,Spain,Hot Pepperoni Feast,4000,3,0.03,12:05:45.600000,Before 9:00am
474,2021-06-27,Italy,Beef Suya,3000,2,0.1,08:19:40.800000,Before 9:00am
475,2020-01-13,Italy,Meatzaa,2000,3,0.03,10:43:40.800000,Before 9:00am
476,2021-06-21,Italy,Pepperoni Feast,4000,2,0.0,17:45:36,Before 9:00am
477,2021-07-27,Italy,Margarita,4000,5,0.03,17:57:07.200000,Before 9:00am
478,2020-09-23,France,BBQ Philly Steak,4000,2,0.05,09:02:52.800000,Before 9:00am
479,2021-03-15,Italy,Italiano,3000,2,0.0,14:36:57.600000,Before 9:00am
480,2021-07-16,Spain,Chicken Legend,2000,2,0.1,16:53:45.600000,Before 9:00am
481,2022-06-05,Italy,Beef Suya,3000,4,0.05,10:03:21.600000,Before 9:00am
482,2021-11-06,Italy,Chicken Suya,4000,4,0.0,17:29:45.600000,Before 9:00am
483,2022-03-08,France,Italiano,3000,5,0.0,08:06:43.200000,Before 9:00am
484,2021-02-05,Italy,Meatzaa,2000,4,0.03,10:17:45.600000,Before 9:00am
485,2020-02-29,Germany,Beef Suya,3000,3,0.05,08:31:12,Before 9:00am
486,2020-03-12,France,Chicken Feast,2000,2,0.0,08:28:19.200000,Before 9:00am
487,2021-12-16,England,Chicken Feast,2000,3,0.0,09:00:00,Before 9:00am
488,2022-03-23,England,Hot Veggie,4000,4,0.05,12:44:38.400000,Before 9:00am
489,2020-09-13,Spain,Chicken Suya,4000,5,0.03,13:37:55.200000,Before 9:00am
490,2020-05-06,England,Veggie Supreme,3000,2,0.0,12:10:04.800000,Before 9:00am
491,2022-04-09,France,Hot Veggie,4000,4,0.05,12:12:57.600000,Before 9:00am
492,2021-05-03,France,Pepperoni Suya,3000,4,0.03,10:12:00,Before 9:00am
493,2022-01-28,Italy,Chicken Suya,4000,5,0.05,16:53:45.600000,Before 9:00am
494,2020-05-18,Italy,Meatzaa,2000,1,0.1,13:13:26.400000,Before 9:00am
495,2020-02-15,Spain,Chicken Feast,2000,1,0.05,09:33:07.200000,Before 9:00am
496,2022-06-17,France,Pepperoni Feast,4000,5,0.0,08:00:57.600000,Before 9:00am
497,2021-07-11,England,Hot Pepperoni Feast,4000,3,0.0,13:13:26.400000,Before 9:00am
498,2020-10-09,Italy,Pepperoni Suya,3000,4,0.0,10:46:33.600000,Before 9:00am
499,2022-01-08,Spain,Chicken Suya,4000,5,0.0,10:32:09.600000,Before 9:00am
500,2021-09-03,France,Pepperoni Feast,4000,2,0.1,17:32:38.400000,Before 9:00am
501,2021-08-24,Germany,Hot Veggie,4000,5,0.1,14:22:33.600000,Before 9:00am
502,2021-11-19,Italy,Veggie Supreme,3000,4,0.03,11:28:19.200000,Before 9:00am
503,2021-11-14,Germany,Hot Pepperoni Feast,4000,5,0.1,09:10:04.800000,Before 9:00am
504,2022-05-28,England,Chicken Suya,4000,1,0.05,13:09:07.200000,Before 9:00am
505,2021-04-03,Spain,Chicken Suya,4000,4,0.03,17:58:33.600000,Before 9:00am
506,2020-01-29,France,Veggie Supreme,3000,2,0.05,11:24:00,Before 9:00am
507,2021-12-29,England,Veggie Supreme,3000,3,0.03,12:30:14.400000,Before 9:00am
508,2022-02-23,France,Hot Pepperoni Feast,4000,1,0.03,15:53:16.800000,Before 9:00am
509,2020-11-11,Italy,Hot Veggie,4000,2,0.05,16:10:33.600000,Before 9:00am
510,2021-09-19,Spain,Chicken Legend,2000,2,0.05,12:27:21.600000,Before 9:00am
511,2020-09-11,France,Meatzaa,2000,5,0.1,08:25:26.400000,Before 9:00am
512,2020-12-26,England,Chicken Suya,4000,3,0.07,16:36:28.800000,Before 9:00am
513,2021-06-07,England,Pepperoni Suya,3000,5,0.0,11:29:45.600000,Before 9:00am
514,2021-01-10,Germany,Chicken Bali,2000,5,0.0,14:51:21.600000,Before 9:00am
515,2021-12-02,Spain,Margarita,4000,1,0.0,09:12:57.600000,Before 9:00am
516,2020-11-05,France,BBQ Chicken,4000,1,0.0,08:12:28.800000,Before 9:00am
517,2021-02-08,England,Pepperoni Suya,3000,1,0.05,14:15:21.600000,Before 9:00am
518,2020-12-24,England,Pepperoni Suya,3000,2,0.0,12:07:12,Before 9:00am
519,2020-05-29,France,Italiano,3000,4,0.03,08:57:07.200000,Before 9:00am
520,2020-09-10,Germany,Chicken Feast,2000,1,0.07,15:56:09.600000,Before 9:00am
521,2020-03-05,France,Italiano,3000,4,0.1,08:05:16.800000,Before 9:00am
522,2022-04-19,England,Pepperoni Feast,4000,3,0.05,14:55:40.800000,Before 9:00am
523,2020-08-21,France,BBQ Philly Steak,4000,2,0.03,17:41:16.800000,Before 9:00am
524,2020-10-22,Germany,Veggie Supreme,3000,3,0.1,13:55:12,Before 9:00am
525,2022-03-22,Italy,Hot Veggie,4000,1,0.07,17:03:50.400000,Before 9:00am
526,2021-01-05,England,Pepperoni Feast,4000,4,0.03,11:36:57.600000,Before 9:00am
527,2021-12-06,France,Hot Veggie,4000,5,0.05,08:02:24,Before 9:00am
528,2021-10-09,Italy,Chicken Feast,2000,4,0.1,11:57:07.200000,Before 9:00am
529,2020-07-09,France,Chicken Suya,4000,1,0.05,17:45:36,Before 9:00am
530,2021-10-02,Italy,Margarita,4000,2,0.03,14:02:24,Before 9:00am
531,2020-06-02,Germany,Hot Veggie,4000,3,0.0,17:28:19.200000,Before 9:00am
532,2021-05-29,Spain,BBQ Chicken,4000,1,0.07,15:51:50.400000,Before 9:00am
533,2020-10-08,Germany,Chicken Feast,2000,2,0.05,15:10:04.800000,Before 9:00am
534,2022-05-02,France,Margarita,4000,5,0.05,12:21:36,Before 9:00am
535,2022-03-10,Spain,Hot Pepperoni Feast,4000,3,0.1,11:54:14.400000,Before 9:00am
536,2021-06-23,France,Pepperoni Suya,3000,5,0.1,14:16:48,Before 9:00am
537,2021-09-09,England,BBQ Philly Steak,4000,5,0.03,17:19:40.800000,Before 9:00am
538,2020-07-30,Italy,Chicken Feast,2000,3,0.1,13:10:33.600000,Before 9:00am
539,2020-01-18,France,Extravaganza,2000,3,0.0,15:37:26.400000,Before 9:00am
540,2022-03-25,France,Hot Pepperoni Feast,4000,3,0.1,16:33:36,Before 9:00am
541,2020-12-19,Italy,Chicken Suya,4000,1,0.03,08:05:16.800000,Before 9:00am
542,2020-02-25,Italy,BBQ Philly Steak,4000,5,0.0,16:01:55.200000,Before 9:00am
543,2021-06-26,Spain,Margarita,4000,5,0.0,08:51:21.600000,Before 9:00am
544,2021-07-02,England,Pepperoni Feast,4000,2,0.05,08:57:07.200000,Before 9:00am
545,2021-05-24,Germany,BBQ Chicken,4000,2,0.0,08:21:07.200000,Before 9:00am
546,2021-09-01,Italy,Extravaganza,2000,2,0.0,17:58:33.600000,Before 9:00am
547,2021-02-27,Italy,Chicken Feast,2000,1,0.05,09:21:36,Before 9:00am
548,2020-03-28,Italy,Hot Veggie,4000,5,0.03,08:13:55.200000,Before 9:00am
549,2021-02-08,Italy,Chicken Feast,2000,1,0.0,13:12:00,Before 9:00am
550,2022-03-13,Italy,Pepperoni Feast,4000,1,0.05,12:10:04.800000,Before 9:00am
551,2022-06-02,France,Meatzaa,2000,5,0.05,10:36:28.800000,Before 9:00am
552,2022-01-18,France,Extravaganza,2000,3,0.0,16:19:12,Before 9:00am
553,2020-09-08,England,Chicken Legend,2000,4,0.05,13:07:40.800000,Before 9:00am
554,2022-04-12,Spain,BBQ Chicken,4000,2,0.05,10:40:48,Before 9:00am
555,2022-06-18,France,Veggie Supreme,3000,5,0.07,08:21:07.200000,Before 9:00am
556,2021-03-09,Italy,BBQ Philly Steak,4000,1,0.0,13:53:45.600000,Before 9:00am
557,2020-08-09,Germany,Hot Veggie,4000,3,0.05,12:54:43.200000,Before 9:00am
558,2020-09-20,France,Italiano,3000,4,0.03,14:32:38.400000,Before 9:00am
559,2021-06-24,Germany,Chicken Bali,2000,5,0.05,13:40:48,Before 9:00am
560,2021-07-23,Spain,Italiano,3000,2,0.05,08:21:07.200000,Before 9:00am
561,2020-10-27,England,Pepperoni Suya,3000,3,0.03,08:22:33.600000,Before 9:00am
562,2021-04-28,Italy,Meatzaa,2000,1,0.0,14:24:00,Before 9:00am
563,2020-03-04,England,Pepperoni Feast,4000,3,0.1,09:48:57.600000,Before 9:00am
564,2020-07-29,Italy,Beef Suya,3000,1,0.07,08:28:19.200000,Before 9:00am
565,2020-08-08,Germany,BBQ Philly Steak,4000,3,0.05,14:42:43.200000,Before 9:00am
566,2022-01-26,France,Hot Veggie,4000,1,0.03,15:48:57.600000,Before 9:00am
567,2020-06-12,Spain,Meatzaa,2000,2,0.05,10:03:21.600000,Before 9:00am
568,2020-10-23,Italy,Chicken Feast,2000,3,0.07,16:36:28.800000,Before 9:00am
569,2020-01-15,Italy,Italiano,3000,3,0.05,17:06:43.200000,Before 9:00am
570,2020-08-02,Italy,Margarita,4000,2,0.0,17:54:14.400000,Before 9:00am
571,2021-03-21,Spain,Chicken Suya,4000,3,0.05,09:43:12,Before 9:00am
572,2020-07-19,England,Hot Pepperoni Feast,4000,3,0.0,12:05:45.600000,Before 9:00am
573,2021-11-18,England,Pepperoni Suya,3000,5,0.03,15:04:19.200000,Before 9:00am
574,2022-04-17,France,Pepperoni Suya,3000,3,0.05,13:03:21.600000,Before 9:00am
575,2021-12-03,Spain,Chicken Suya,4000,4,0.0,12:38:52.800000,Before 9:00am
576,2021-03-05,Italy,Veggie Supreme,3000,5,0.0,11:32:38.400000,Before 9:00am
577,2020-03-29,Germany,Veggie Supreme,3000,5,0.0,17:34:04.800000,Before 9:00am
578,2021-03-30,Italy,Margarita,4000,3,0.03,15:14:24,Before 9:00am
579,2020-03-22,England,Extravaganza,2000,1,0.03,16:13:26.400000,Before 9:00am
580,2020-09-16,Italy,Chicken Legend,2000,5,0.07,12:36:00,Before 9:00am
581,2020-11-06,England,Pepperoni Suya,3000,2,0.07,15:17:16.800000,Before 9:00am
582,2022-03-27,France,BBQ Chicken,4000,1,0.03,14:25:26.400000,Before 9:00am
583,2021-06-24,England,Pepperoni Suya,3000,3,0.0,10:52:19.200000,Before 9:00am
584,2020-07-12,Germany,Chicken Feast,2000,2,0.05,15:00:00,Before 9:00am
585,2021-10-15,England,Hot Veggie,4000,4,0.0,14:28:19.200000,Before 9:00am
586,2021-07-13,Spain,Chicken Legend,2000,5,0.07,17:06:43.200000,Before 9:00am
587,2020-10-31,Germany,Chicken Suya,4000,5,0.0,17:02:24,Before 9:00am
588,2020-09-23,Italy,BBQ Philly Steak,4000,5,0.05,09:57:36,Before 9:00am
589,2020-03-21,Germany,Margarita,4000,2,0.1,13:20:38.400000,Before 9:00am
590,2021-05-22,Italy,Hot Veggie,4000,1,0.0,17:00:57.600000,Before 9:00am
591,2020-01-29,France,BBQ Philly Steak,4000,5,0.1,15:54:43.200000,Before 9:00am
592,2021-03-20,Italy,Chicken Bali,2000,5,0.0,12:15:50.400000,Before 9:00am
593,2020-02-29,France,Chicken Legend,2000,2,0.05,08:47:02.400000,Before 9:00am
594,2020-02-26,France,Meatzaa,2000,1,0.1,15:54:43.200000,Before 9:00am
595,2020-07-18,France,Beef Suya,3000,2,0.0,12:14:24,Before 9:00am
596,2022-06-12,Italy,Hot Veggie,4000,4,0.07,13:43:40.800000,Before 9:00am
